iter	Logloss
335	0.1517682702
336	0.1514625921
337	0.1512481874
338	0.1508623017
339	0.1503432537
340	0.1499300402
341	0.1497025017
342	0.1492191541
343	0.1488091125
344	0.148593968
345	0.1482105163
346	0.1476974788
347	0.1469957564
348	0.1466234508
349	0.1461132534
350	0.1456854399
351	0.145312203
352	0.1451015982
353	0.1448290883
354	0.1446188329
355	0.1442390373
356	0.143784869
357	0.1434483341
358	0.1429314862
359	0.1427918571
360	0.1422999418
361	0.1419160962
362	0.1416276592
363	0.1412999439
364	0.1408320546
365	0.1403926497
366	0.1399535543
367	0.1396322905
368	0.1392901558
369	0.1389741772
370	0.1385494471
371	0.1381761512
372	0.1376983588
373	0.1373358596
374	0.1369998811
375	0.136728688
376	0.136382817
377	0.136081007
378	0.13582238
379	0.1356719742
380	0.1353923236
381	0.1351002163
382	0.1348742016
383	0.1344954313
384	0.1343289039
385	0.1339628844
386	0.1336465143
387	0.1334189238
388	0.1330512857
389	0.1328564492
390	0.1326147972
391	0.132262696
392	0.131787195
393	0.1314012931
394	0.1310088764
395	0.1306184284
396	0.1303767494
397	0.1302163604
398	0.1298147833
399	0.1295641507
400	0.1292685839
401	0.1289007197
402	0.1287292221
403	0.128475564
404	0.1281797434
405	0.1280053006
406	0.1277094932
407	0.1275406928
408	0.127121812
409	0.1268178249
410	0.1267272019
411	0.1265076556
412	0.1262979249
413	0.125940369
414	0.1255372735
415	0.1253506526
416	0.1250505315
417	0.124823569
418	0.1245539188
419	0.1242727776
420	0.1239840247
421	0.1236614404
422	0.1234731038
423	0.123178965
424	0.1227453947
425	0.1224234319
426	0.1223067945
427	0.1220159672
428	0.1217747177
429	0.1214318988
430	0.1211727965
431	0.1208461299
432	0.120419031
433	0.1203242915
434	0.120022802
435	0.1197087144
436	0.1195019201
437	0.1192079282
438	0.1188507569
439	0.1185987948
440	0.1183077066
441	0.117978088
442	0.1177802283
443	0.1176096103
444	0.1175304774
445	0.1172984166
446	0.1172349087
447	0.1168579561
448	0.1166409503
449	0.1164338623
450	0.1163009774
451	0.1159619498
452	0.1155765647
453	0.1153116232
454	0.1150709575
455	0.1148998645
456	0.1147240228
457	0.1145008784
458	0.1142588921
459	0.1138534884
460	0.1135262398
461	0.1132027771
462	0.1128545416
463	0.1127292858
464	0.1124649539
465	0.1124234728
466	0.1120911695
467	0.1120313566
468	0.1118796339
469	0.1116182349
470	0.1113817938
471	0.1110030376
472	0.1107475045
473	0.1105289453
474	0.1101623055
475	0.1099060417
476	0.1097596564
477	0.1095927309
478	0.109393859
479	0.1091729587
480	0.1090945804
481	0.1088943869
482	0.1087179731
483	0.1084160565
484	0.1081294239
485	0.1079288451
486	0.1077983398
487	0.1076075312
488	0.1074551387
489	0.1070937441
490	0.1069319156
491	0.1067164608
492	0.1065165763
493	0.1063058991
494	0.1061948046
495	0.1061112875
496	0.1059781129
497	0.1057539896
498	0.1054931799
499	0.1053994107
500	0.1051454747
501	0.1048821481
502	0.1048039511
503	0.1046252404
504	0.1043718887
505	0.1042232587
506	0.1041250567
507	0.1039549788
508	0.1037482324
509	0.1035471227
510	0.1032668524
511	0.102975162
512	0.1027340293
513	0.1026419131
514	0.1023256754
515	0.1021833807
516	0.101998991
517	0.1017876476
518	0.1015671965
519	0.1012802124
520	0.10116429
521	0.1008782485
522	0.1005482962
523	0.1003127885
524	0.1001040757
525	0.09985163224
526	0.09944529324
527	0.09927941598
528	0.09905531542
529	0.09895641902
530	0.09870780252
531	0.09852942241
532	0.09835864711
533	0.09810311032
534	0.09772438856
535	0.09740733609
536	0.09730286082
537	0.09709554972
538	0.0969905331
539	0.09677043465
540	0.09648318881
541	0.09623047925
542	0.09609044213
543	0.09580999367
544	0.09573886628
545	0.09551517558
546	0.09529129992
547	0.09521973625
548	0.09491037339
549	0.09469709814
550	0.09459939261
551	0.09448209067
552	0.09432222425
553	0.09413804406
554	0.09400423839
555	0.09388185961
556	0.09373485305
557	0.09360589072
558	0.09348706425
559	0.09330269971
560	0.09303150841
561	0.0928426772
562	0.09254762868
563	0.09236731419
564	0.09215556162
565	0.09209949823
566	0.09190630913
567	0.09178929415
568	0.09152650895
569	0.09129674226
570	0.09117291514
571	0.09112114943
572	0.0909827032
573	0.09074419983
574	0.09059801728
575	0.09049521463
576	0.09030153456
577	0.090026496
578	0.08971540768
579	0.08954668537
580	0.08927582343
581	0.08893949039
582	0.08873791178
583	0.08866023034
584	0.0883807712
585	0.08823515214
586	0.08805739204
587	0.08791753373
588	0.08770492458
589	0.08750266021
590	0.08738158351
591	0.08724472941
592	0.08716830335
593	0.0870514764
594	0.08698433638
595	0.08689169601
596	0.08673051399
597	0.08662211711
598	0.08634782575
599	0.08607924783
600	0.08588807669
601	0.08582577386
602	0.08555164411
603	0.08542490005
604	0.08523992226
605	0.08510281683
606	0.08498491885
607	0.08480170707
608	0.08460831028
609	0.08442485148
610	0.08419941565
611	0.08395734276
612	0.08374204648
613	0.08361494541
614	0.08340239095
615	0.08327711735
616	0.08315148243
617	0.08303128137
618	0.08278040173
619	0.0826372197
620	0.08240274732
621	0.08224484048
622	0.08198897556
623	0.08182175811
624	0.081620939
625	0.08152507937
626	0.08149347662
627	0.08130703575
628	0.08113548559
629	0.08096935761
630	0.08077405101
631	0.08071383742
632	0.08065537755
633	0.08061884789
634	0.08041375015
635	0.08033453742
636	0.08012220356
637	0.07989641133
638	0.07981242224
639	0.07958886058
640	0.07945495475
641	0.07925869386
642	0.07905364344
643	0.07889665894
644	0.07866780721
645	0.07842967314
646	0.07816084636
647	0.07803079271
648	0.07790541034
649	0.07784782304
650	0.07778825281
651	0.07769745281
652	0.07761384408
653	0.07759628038
654	0.07743351914
655	0.07731001955
656	0.07717369758
657	0.07706154253
658	0.07683467496
659	0.07676762035
660	0.07655633602
661	0.07635042839
662	0.07617354393
663	0.07612786588
664	0.07600121461
665	0.07575636426
666	0.07552578892
667	0.07537076584
668	0.07528224864
669	0.07514967378
670	0.07505085911
671	0.07493460486
672	0.0748050176
673	0.07468070689
674	0.07458345853
675	0.07435833793
676	0.07416856535
677	0.07398407975
678	0.07374732212
679	0.07357181716
680	0.0734260961
681	0.07336151723
682	0.07324799865
683	0.07311702512
684	0.07300003165
685	0.07280760266
686	0.0725666856
687	0.07245582526
688	0.07236428298
689	0.07213387907
690	0.07207582722
691	0.07191651691
692	0.07172964529
693	0.07161029835
694	0.07147425536
695	0.07138530188
696	0.07114031266
697	0.07101183638
698	0.07094163809
699	0.07083972152
700	0.0706144049
701	0.07043855215
702	0.07037160999
703	0.07025708181
704	0.07014447696
705	0.07006135921
706	0.06986654849
707	0.06972055091
708	0.06968542227
709	0.06957229511
710	0.06937439233
711	0.06934087485
712	0.06925565803
713	0.0692095947
714	0.06915579321
715	0.06907238665
716	0.06892624467
717	0.06887794033
718	0.06871777834
719	0.06860869017
720	0.06857774614
721	0.06848044862
722	0.06832177184
723	0.06810552865
724	0.06807195403
725	0.06799624015
726	0.06777169901
727	0.06766777125
728	0.06762361158
729	0.06742540709
730	0.06739119586
731	0.06726467179
732	0.06713409153
733	0.06708563849
734	0.06692344012
735	0.06677322105
736	0.0667076756
737	0.06668430874
738	0.06656786277
739	0.06641683566
740	0.066248718
741	0.06617960856
742	0.06611950311
743	0.06608098684
744	0.06590622295
745	0.06585411436
746	0.06579774188
747	0.06567044111
748	0.06551430766
749	0.06550826977
750	0.06532379893
751	0.06523205939
752	0.06514932937
753	0.06511125921
754	0.06487844593
755	0.06478151341
756	0.06463309416
757	0.06458402172
758	0.06440546955
759	0.06429989621
760	0.06423137852
761	0.0640880103
762	0.06404519081
763	0.06394856677
764	0.06374538682
765	0.06370995094
766	0.06365001509
767	0.06361295329
768	0.06352798902
769	0.06336121768
770	0.06317485546
771	0.06313096064
772	0.06297237357
773	0.06290477207
774	0.06287932273
775	0.06278242647
776	0.06265814157
777	0.06246184504
778	0.06235370132
779	0.06224277523
780	0.06211407406
781	0.06208658526
782	0.06205775074
783	0.06186583546
784	0.06180931121
785	0.06174983438
786	0.0616898721
787	0.06164983314
788	0.06149460298
789	0.06139545711
790	0.0612730642
791	0.06115010227
792	0.06112998724
793	0.06095519631
794	0.06089038271
795	0.06074088382
796	0.06063863051
797	0.06054950375
798	0.06046604926
799	0.06041922889
800	0.06030279091
801	0.06017773115
802	0.0601228156
803	0.06007656486
804	0.05992602442
805	0.05979798442
806	0.05968547359
807	0.05967150582
808	0.0595294188
809	0.05941638074
810	0.05931793107
811	0.05921590635
812	0.05910502758
813	0.0589726512
814	0.05880672784
815	0.05877712092
816	0.05864667831
817	0.05848429498
818	0.05842353388
819	0.0583423499
820	0.05832709172
821	0.05815616772
822	0.05807381991
823	0.05797557241
824	0.05787872285
825	0.05779856935
826	0.05776862324
827	0.05765920693
828	0.05754210654
829	0.05748620967
830	0.05738827617
831	0.05722518496
832	0.05713907468
833	0.05709330753
834	0.05700374387
835	0.05694256001
836	0.05685682457
837	0.05674329001
838	0.05665066193
839	0.05658339164
840	0.05642851112
841	0.05639332594
842	0.05629767646
843	0.05613632915
844	0.05600622327
845	0.05592450469
846	0.05579949839
847	0.05572956432
848	0.05563352403
849	0.05551129887
850	0.05540854415
851	0.05529128092
852	0.0551675853
853	0.05515785684
854	0.05512055724
855	0.05509340087
856	0.05502623443
857	0.0548784954
858	0.05473916985
859	0.05458166673
860	0.0544718504
861	0.05445459762
862	0.05430243126
863	0.05422557322
864	0.05407272233
865	0.05402746643
866	0.05385747767
867	0.05377789318
868	0.05375087568
869	0.05365894382
870	0.05358268551
871	0.05349349668
872	0.05335197436
873	0.05323524451
874	0.05308573885
875	0.05297704394
876	0.05280974661
877	0.05278055631
878	0.05275671015
879	0.052674908
880	0.05256539706
881	0.05248920819
882	0.05237719324
883	0.05226606929
884	0.0521819272
885	0.05211380032
886	0.05199451668
887	0.05194243819
888	0.05180950447
889	0.05167663712
890	0.05157182634
891	0.05150546917
892	0.05140166246
893	0.0512981722
894	0.05125741983
895	0.05114401739
896	0.05106490359
897	0.05103682673
898	0.05097880437
899	0.05087413554
900	0.05076607294
901	0.05064158956
902	0.05059678837
903	0.05046459264
904	0.05038744396
905	0.05031626986
906	0.05022664967
907	0.05019687009
908	0.05008075778
909	0.05001721124
910	0.04998574859
911	0.04988294901
912	0.0498471641
913	0.04978677723
914	0.04969069945
915	0.04960346038
916	0.04954395036
917	0.04948084809
918	0.0493822233
919	0.04927487779
920	0.04914672719
921	0.04911191808
922	0.0490163792
923	0.04891064732
924	0.0488627977
925	0.04876818546
926	0.04868250348
927	0.04861532782
928	0.04855759549
929	0.04844260093
930	0.04838179374
931	0.04824779329
932	0.04820279608
933	0.04811971274
934	0.04809120328
935	0.04800378539
936	0.04791565777
937	0.04789925113
938	0.04781970843
939	0.0476960337
940	0.0476127273
941	0.04754068003
942	0.04747590453
943	0.04739628072
944	0.04736411879
945	0.047306078
946	0.04719305469
947	0.04716609495
948	0.04707248494
949	0.04696574162
950	0.04693862519
951	0.04686109245
952	0.04677756607
953	0.04669001115
954	0.04661648298
955	0.04655648753
956	0.04653661952
957	0.04648627756
958	0.04644226291
959	0.04639849589
960	0.04636267104
961	0.04627813199
962	0.046223469
963	0.04611051574
964	0.04600194557
965	0.04590834293
966	0.04582520121
967	0.04580319727
968	0.04571232476
969	0.045635385
970	0.04554355698
971	0.04547051548
972	0.04537960303
973	0.04527530596
974	0.04524132517
975	0.0451475517
976	0.04507308768
977	0.04503588578
978	0.04503038126
979	0.04496719911
980	0.04490673911
981	0.04480519246
982	0.04478582279
983	0.04467888837
984	0.04457760226
985	0.04452706981
986	0.0444251643
987	0.04441318192
988	0.04433510107
989	0.04423996099
990	0.04414246254
991	0.0440730852
992	0.04398361924
993	0.04391497435
994	0.04383930349
995	0.04379834219
996	0.04370960132
997	0.04368057816
998	0.04362870246
999	0.04361222823
